path	news	label
NoticiasColetas/noticiasFatos/noticia_real_539.txt	"""Reforma da Previdência proposta pelo governo é a que mais ataca privilégios"" A reforma da Previdência Social proposta pelo governo ao Congresso é a que mais ataca privilégios.Veja o comentário no vídeo abaixo: "	-1
NoticiasColetas/noticiasFatos/noticia_real_642.txt	"""Governo deve fazer campanha de convencimento sobre a reforma da Previdência, diz Mourão""De acordo com o vice-presidente, é preciso desmistificar a reforma. Mourão também falou sobre segurança pública e disse que país tem o desafio de combater narcoquadrilhas.  O vice-presidente Hamilton Mourão defendeu nesta quarta-feira (13), durante palestra em Brasília, que o governo faça uma ""campanha de convencimento"" para explicar para a população a importância da reforma da Previdência.""Essa campanha de convencimento da população, em uma linguagem que o homem comum entenda perfeitamente, também é outro trabalho que o governo terá que deslanchar nos próximos dias"", disse Mourão.""É de suma importância o trabalho de convencimento à população de uma maneira geral, desmistificando o que vem a ser o sistema previdenciário e a reforma dele"", completou o vice-presidente.Ainda segundo Mourão, o convencimento deve ser feito numa linguagem que o ""homem comum entenda perfeitamente"".O governo aguarda a saída do presidente Jair Bolsonaro do hospital, onde se recupera de uma cirurgia no intestino, para fechar o texto da proposta que será enviado ao Congresso Nacional.Considerada fundamental para equilibrar as contas públicas, a reforma é um dos principais projetos do novo governo.Entre as mudanças previstas está a criação de um sistema de capitalização, espécie de poupança que o próprio trabalhador faz para pagar a aposentadoria no futuro.O regime atual é o de repartição, pelo qual o trabalhador ativo paga os benefícios de quem está aposentado.Para Mourão, o governo terá de fazer a população entender que o atual sistema previdenciário se trata ""de uma pirâmide financeira"", na qual os mais velhos receberão as aposentadorias, enquanto os mais jovens trabalharão ""até morrer"".O vice-presidente também destacou a importância de incluir todos os segmentos da sociedade na reforma.""Ninguém poderá ficar de fora desse processo, de modo que consigamos recuperar a nossa capacidade de investimento"", afirmou.No caso das Forças Armadas, o governo prepara um projeto de lei, a ser enviado ao Congresso, para ampliar de 30 para 35 anos o período mínimo de serviço para que um militar possa passar à reserva.Mourão também apontou que uma das principais tarefas do governo Bolsonaro é enfrentar a crise da segurança pública no país.Segundo o vice, o Brasil está ""no limiar"" de ser ""capturado"" por ""narcoquadrilhas"". Ele afirmou que o enfrentamento do problema é a ""grande tarefa"" do ministro da Justiça, Sérgio Moro.""Estamos no limiar de virar um país capturado por narcoquadrilhas, que nos tira aquele direito mais comezinho, que é o direito de ir e vir [...] Temos que enfrentar isso. E como isso será enfrentado? É a grande tarefa do ministro Moro"", disse.Mourão destacou o pacote anticrime e antiviolência elaborado por Moro, e que será enviado ao Congresso. Para o vice, também é preciso implementar mudanças no sistema prisional e reaparelhar e recapacitar as forças policiais.Mourão ainda apontou a necessidade de dedicar atenção à população que vive nas periferias, com direito à propriedade, água, luz, educação e saúde.""Nossas periferias, onde as populações estão esquecidas pelo Estado, onde o Estado não entra, essa população tem que passar a entender que ela está dentro do Estado, que ela não é excluída. Temos que trazê-los para o capitalismo"", disse. "	-1
NoticiasColetas/noticiasFatos/noticia_real_561.txt	"""Secretário da Previdência diz que texto sobre militares será entregue em 30 dias""Governo entregou ao Congresso nesta quarta-feira (20) a proposta de reforma da Previdência. Texto prevê idade mínima de aposentadoria de 65 anos para homens e de 62 para mulheres. O secretário de Previdência e Trabalho do Ministério da Economia, Rogério Marinho, disse nesta quarta-feira (20) que em até 30 dias o governo apresentará um projeto com mudanças nas regras do regime de previdência dos militares.Marinho deu a declaração no Congresso Nacional após acompanhar a entrega da proposta de reforma da Previdência pelo presidente da República, Jair Bolsonaro na manhã desta quarta. Também não foram divulgados detalhes do regime de capitalização _ pelo qual cada trabalhador financia a própria aposentadoria por depósitos em uma conta individual. Detalhes sobre essa proposta serão apresentados no futuro.A proposta de emenda à Constituição (PEC) prevê idade mínima e abrange trabalhadores dos setores público e privado e, de acordo com Marinho, representará uma economia ao país de R$ 1,167 trilhão em dez anos.Segundo o secretário, cinco leis diferentes serão compatibilizadas em uma única legislação em relação aos militares.""Estamos trabalhando a equidade, todos darão a sua contribuição, inclusive os militares. De hoje a 30 dias o projeto será apresentado já que se trata da conformação de cinco outras leis. Então, nós não tivemos realmente a condição de apresentar em tempo hábil dada a complexidade da elaboração da própria PEC"", afirmou Marinho.Questionado se os militares estavam recebendo um tratamento diferenciado do governo por não terem sido incluídos na PEC, o secretário justificou dizendo que as regras sobre eles constam de leis ordinárias e não na Constituição e, por isso, não podem ser modificadas por meio de uma PEC.""Eles [militares] não poderiam entrar na PEC. Essa é uma condição, inclusive, da própria legislação do país. Nós vamos mandar no mesmo momento, apenas em tempos distintos, inclusive chegará aqui antes da votação do primeiro turno da PEC. 30 dias não é tempo hábil para que a PEC tramite na Comissão de Constituição e Justiça e na comissão especial. Estimamos que esse prazo será no final de maio, ou meados do mês de maio, em que estará pronto para ir para o plenário"", afirmou.De acordo com o que o governo já havia anunciado na semana passada, a proposta prevê uma idade mínima de aposentadoria de 65 anos para homens e de 62 para mulheres, a ser aplicada após 12 anos de transição.A idade mínima subirá progressivamente durante esse período _ que é mais curto do que os 21 anos propostos pelo governo Temer em 2017. "	-1
NoticiasColetas/noticiasFatos/noticia_real_278.txt	"""Caixa quer economizar R$ 3,5 bi em dois anos; Guedes garante que só faltam 48 votos pra reforma. Jornais de sábado (9)""Veja quais são as notícias de destaque nos matutinos brasileiros  O Globo dá destaque à entrevista concedida pelo presidente da Caixa Econômica Federal, Pedro Guimarães, que afirma que o objetivo da nova gestão do banco é economizar R$ 3,5 bilhões em dois anos e, para alcançar esse número, começou a rever contratos.Segundo o matutino carioca, o banco pretende levantar R$ 15 bilhões com o lançamento de ações na Bolsa de Valores de empresas nas áreas de cartões, loterias, seguros e gestão de ativos. Para Pedro Guimarães, é preciso estimular o brasileiro a investir em ações. ""Temos menos de 800 mil pessoas investindo em ações. É menos de 0,4% da população"", destaca o presidente da Caixa.Ele também afirmou que o banco vai lançar em abril um cartão de crédito consignado, com juros menores, voltado principalmente para os funcionários da Caixa, para aposentados, servidores públicos e, por último, para funcionários de empresas privadas.A Caixa também pretende reduzir a ocupação de imóveis em São Paulo, onde ocupa 7 prédios na Avenida Paulista, e em Brasília, onde ocupa 15 prédios. ""Caixa estima que obterá R$ 15 bi com venda de ações"", sublinha a manchete do Globo.O matutino carioca revela ainda que a nova legislatura da Câmara dos Deputados já concedeu, a pedido de parlamentares, 155 passaportes diplomáticos a deputados e seus familiares. Os documentos foram destinados a 78 representantes eleitos e a 77 filhos e cônjuges dos congressistas, violando as regras do governo.As novas regras _ impedindo o benefício a parentes de políticos _ foram criadas em 2011 após uma série de reportagens deste colunista, que mostrou irregularidades como a concessão do passaporte a familiares do ex-presidente Lula.O Estado de S.Paulo divulga dados da Agência Nacional de Energia Elétrica (Aneel) que revelam que 62 hidrelétricas de médio e grande porte no Brasil estão devendo a entrega de seus estudos de segurança de barragens com a comprovação de preenchimento dos requisitos legais para os anos de 2017 e 2018.De acordo com o matutino, se forem somadas as hidrelétricas de pequeno porte, o número sobe para 148 usinas que não responderam ao pedido da Aneel de entrega dos estudos.O Estadão explica que, após o rompimento da barragem em Mariana, a Aneel passou a emitir notificações aos donos das 673 hidrelétricas do Brasil cobrando os Planos de Seguranca de Barragem e os Planos de Ações de Emergência.No caso de entrega de planos fora do prazo, a agência tem recorrido à aplicação de multas às empresas. ""Agência cobra de 62 hidrelétricas plano de segurança de barragem"", destaca o título principal do Estadão.O jornal também informa que o ministro da Economia, Paulo Guedes, garante que faltam apenas 48 votos para a aprovação da reforma da Previdência na Câmara. São necessários 308 e, segundo ele, 160 deputados declararam apoio público ao projeto e outros 100 indicaram ao Planalto que votarão pela aprovação das mudanças na aposentadoria.A Folha de S.Paulo dá ênfase a decisão do governo da Argentina publicada nesta sexta-feira (8) que garante 50% das cadeiras do Parlamento no país para as mulheres. A lei da paridade de gênero assinada pelo presidente Maurício Macri passa a valer já nas eleições deste ano, que acontecem em outubro, e também envolve pessoas que mudaram de sexo.A Folha destaca que a cota anterior de 30% já havia sido ultrapassada e atualmente 39% das cadeiras já são ocupadas por mulheres na Argentina.Apesar de ter se empenhado em aprovar a lei e de ter mulheres em cargos importantes em seu governo, Macri enfrenta crítica de grupos feministas que foram às ruas nesta sexta (8) para protestar e pedir o fim da violência contra a mulher, uma nova votação sobre o aborto e a igualdade salarial. ""Argentina estabelece paridade no Congresso"", mostra a manchete da Folha. "	-1
NoticiasColetas/noticiasFatos/noticia_real_401.txt	"""Ministro do STJ manda soltar oito funcionários da Vale""Eles foram presos no dia 15 em investigação sobre rompimento da barragem de Brumadinho. Ministro Nefi Cordeiro autorizou que juiz de primeira instância imponha medidas cautelares. O ministro Nefi Cordeiro, do Superior Tribunal de Justiça (STJ), determinou nesta quarta-feira a soltura de oito funcionários da Vale que estavam presos desde o último dia 15 em razão de investigação sobre o rompimento da barragem de Brumadinho, em Minas Gerais.Ele determinou a libertação de Alexandre de Paula Campanha, Joaquim Pedro Toledo, Renzo Albieiri Guimarães Carvalho, Cristina Heloiza da Silva Malheiros, Artur Bastos Ribeiro, Marilene Christina Oliveira Lpoes de Assis Araújo, Felipe Figueiredo Rocha e Hélio Márcio Lopes da Cerqueira.Nefi Cordeiro autorizou que a primeira instância da Justiça defina, se considerar necessário, medidas alternativas à prisão, como imposição de comparecer à Justiça ou tornozeleira eletrônica.O ministro concedeu liminar (decisão provisória) para atender ao pedido de Alexandre Campanha, gerente-executivo de Gestão de Riscos Estruturas Geotécnicas Ferrosos, e estendeu a decisão aos outros sete funcionários que haviam sido detidos.Campanha foi apontado por um engenheiro da TÜV SÜD, empresa que atestava a segurança de barragens da Vale, como funcionário da mineradora responsável por pressionar para que o laudo atestasse a estabilidade da barragem que se rompeu em Brumadinho.De acordo com o ministro, a decisão vigora ""até o julgamento do habeas corpus no Tribunal de origem, que não se prejudica com esta decisão, o que também não impede a fixação de medidas cautelares diversas de prisão, por decisão devidamente fundamentada"".Em decisão de 11 páginas, Nefi Cordeiro destacou que a ordem de prisão apontou que os funcionários teriam tomado atitudes ou sido omissos, agravando o risco do acidente. Mas que isso não é suficiente, do ponto de vista do direito, para justificar uma prisão preventiva.Conforme Cordeiro, é preciso haver risco para o processo ou de fuga, por exemplo. Segundo o ministro, eles poderiam ser investigados e ouvidos em liberdade.""Nada se aponta, porém, que realizassem os nominados empregados da Vale S.A. para prejudicar a investigação; nada se revela que impedisse investigar, ouvir, estando os agentes soltos"", frisou. ""Não houve fuga, não há indicação da destruição de provas ou induzimento de testemunhas, enfim, nada se conhece ou é especificado de concreto risco à investigação.Não há risco concreto à investigação, não há risco concreto de reiteração, não há riscos ao processo"".O ministro afirmou que não se pode prender para depois apurar responsabilidades, e que é regra é o contrário. ""O modelo acusatório do processo penal, adotado constitucionalmente e em crescente concreção legal no país, se realiza não apenas pela presunção de inocência, mas pela regra da liberdade durante o processo. É o preço que assume a sociedade democrática de punir não por vingança, mas por culpa provada; de não prender apenas pela acusação inicial (ou pior, investigação inicial), mas como resposta estatal ante a condenação"", escreveu.Na avaliação de Nefi Cordeiro, deixar que acusados respondam em liberdade pode ""aparentar inicial impunidade"", mas o objetivo é ""punir a todos os culpados de crime, mas apenas a estes"".O ministro também negou um habeas corpus preventivo pedido por Gerd Peter Poppinga, Luciano Siani Pires, Lúcio Flavo Gallon Cavalli e Silmar Magalhães Silva, diretores da Vale.Eles não foram presos, mas pediram salvo-conduto para evitar uma eventual prisão. Conforme Nefi Cordeiro, não há risco concreto de prisão nesses casos e, portanto, não há motivo para concessão de liminar. "	-1
NoticiasColetas/noticiasFatos/noticia_real_303.txt	"""Bolsonaro viaja para o Rio de Janeiro para participar de aniversário dos fuzileiros navais""Cerimônia em homenagem aos 211 anos do corpo de fuzileiros navais está prevista para 10h. Presidente deve retornar ainda nesta quinta-feira para Brasília.  O presidente Jair Bolsonaro embarcou em Brasília no início da manhã desta quinta-feira (7) rumo ao Rio de Janeiro, onde vai participar de cerimônia do 211º aniversário do corpo de fuzileiros navais.O presidente chegou à capital fluminense por volta de 8h30. A cerimônia está marcada para 10h.Bolsonaro deve voltar no início da tarde para Brasília. Na agenda dele, ainda está prevista uma reunião, no Palácio do Planalto, com o ministro da Secretaria-Geral da Presidência, Floriano Peixoto.Em seguida, ele vai receber, também no Planalto, a primeira-dama, Michelle Bolsonaro, o ministro Osmar Terra, da Cidadania, e a ministra Damares Alves, da Mulher, da Família e dos Direitos Humanos.A cerimônia no corpo de fuzileiros navais será o primeiro evento público do presidente depois do episódio em que ele postou um vídeo com conteúdo pornográfico em sua conta no Twitter. A visualização do vídeo foi restringida, com alerta de conteúdo sensível, e a postagem, feita na terça-feira (5), gerou polêmica ao longo da quarta (6).A cena mostra dois homens dançando sobre um ponto de táxi em um bloco de rua no carnaval paulistano. Um deles coloca o dedo no ânus e se abaixa para o outro urinar nele. O presidente tuitou: ""Não me sinto confortável em mostrar, mas temos que expor a verdade para a população ter conhecimento e sempre tomar suas prioridades. É isto que tem virado muitos blocos de rua no carnaval brasileiro. Comentem e tirem suas conslusões (sic)"". A cena foi gravada no desfile do Blocu, em São Paulo, na segunda-feira (4). "	-1
NoticiasColetas/noticiasFatos/noticia_real_470.txt	"""Câmara aprova projeto que acelera bloqueio de bens de investigados por terrorismo""Proposta permite que medidas tenham execução imediata; deputados incluíram trecho que prevê que bloqueio de bens precisará de homologação pelo Executivo. Texto vai ao Senado. A Câmara dos Deputados aprovou nesta terça-feira (12) o projeto de lei que acelera o bloqueio de bens e ativos de pessoas e empresas investigadas ou acusadas de terrorismo. O texto segue para o Senado.De autoria do Executivo, a proposta tem como objetivo a prevenção e o combate ao terrorismo, incluindo a lavagem de dinheiro e o financiamento de atos ou grupos terroristas.O projeto determina o cumprimento imediato pelo Brasil de sanções impostas pelo Conselho de Segurança das Nações Unidas (ONU).No entanto, os deputados modificaram a proposta para definir que o bloqueio precisará ser homologado pelo Executivo, em um procedimento sigiloso.Hoje, a legislação brasileira já possui normas para atender a essas sanções, mas o bloqueio de bens depende de autorização judicial prévia, o que torna o processo demorado.O projeto de lei em discussão, defendido pelo ministro da Justiça, Sérgio Moro, está em tramitação desde o ano passado.Caso não seja aprovado, o Brasil corre o risco de entrar na lista de nações não engajadas na prevenção ao terrorismo e sofrer sanções econômicas e políticas de outros países.A proposta que determina o bloqueio imediato de bens atende a uma recomendação do Grupo de Ação Financeira contra a Lavagem de Dinheiro e o Financiamento do Terrorismo (Gafi).O grupo, do qual o Brasil faz parte, elabora recomendações contra a lavagem de dinheiro. O país já foi advertido de que o não cumprimento das normas poderia resultar em sanções.Defensores do projeto de lei entendem que a celeridade neste tipo de bloqueio é condição fundamental para que a medida, de fato, funcione. O entendimento é de que a movimentação de recursos financeiros é veloz e qualquer atraso no bloqueio pode possibilitar a execução dos crimes.Eles argumentam ainda que o projeto não representa risco de desrespeito aos direitos fundamentais das pessoas atingidas pelas medidas, já que elas poderão, a qualquer momento, recorrer à Justiça.Partidos críticos à proposta alegam que a proposta fere a soberania do Brasil. Também consideram que o texto pode levar à ""criminalização dos movimentos sociais"".Em entrevista ao fim da sessão, o presidente da Câmara, Rodrigo Maia (DEM-RJ), negou esta possibilidade. ""A ONU nunca vai criminalizar movimento social até porque não tem essa força do ponto de vista jurídico no nosso país"", disse.Maia comentou ainda sobre o impacto da proposta. ""É a garantia de que o Brasil faz parte, dentro dos acordos internacionais o Brasil segue a mesma regra de preocupação de movimentação de fluxo financeiro que os outros países em relação ao terrorismo"". "	-1
NoticiasColetas/noticiasFatos/noticia_real_204.txt	"""Governo deve enviar projeto de socorro aos estados separado de PEC do pacto federativo""Propostas tem por objetivo atender demandas dos governadores e prefeitos e, assim, conquistar apoio para a reforma da Previdência. O programa de ajuda aos estados será enviado ao Congresso por meio de um projeto de lei complementar, antes da Proposta de Emenda Constitucional (PEC) do pacto federativo, que pretende desvincular, desobrigar e desindexar os gastos orçamentários.Segundo técnicos do Ministério da Economia ouvidos pelo blog, ainda não está definido se o projeto será enviado para Câmara ou para o Senado, embora haja a convicção de que ele deve correr de forma independente à PEC.O ministro Paulo Guedes pretende enviar a PEC do pacto federativo ao Senado até abril. A ideia inicial era que o programa de socorro aos estados, que estão enfrentando sérios problemas fiscais, estivesse no pacote do pacto federativo.O envio da PEC e do programa de socorro aos estados, esse último por meio do projeto de lei complementar, fazem parte de uma estratégia de atender à demanda dos governadores e prefeitos, ganhando assim a ajuda deles na reforma da Previdência, que já está na Câmara. Além disso, a PEC do pacto federativo, se aprovada, tem impacto fiscal mais imediato que a reforma da Previdência.O programa de socorro aos estados está desenhado para atender a 12 unidades da federação, aquelas que têm nota C na classificação feita pelo Tesouro Nacional, o que significa na prática que elas não podem tomar empréstimos tendo a União como garantidora _ o que faz com que as taxas de juros pagas por esses estados sejam mais elevadas.Os estados atendidos não se enquadram nos critérios do Regime de Recuperação Fiscal, que foi firmado entre a União e o Rio de Janeiro e que pode ter a adesão de Minas Gerais e Rio Grande Sul, porque, entre outros fatores, não possuem alto nível de endividamento.Para dar a garantia aos estados, a União vai demandar contrapartidas de ajuste fiscal, que deverão ser feitas basicamente com o corte de gastos com pessoal e custeio. O acompanhamento do ajuste será feito com uma periodicidade a ser definida pelo Tesouro. E os detalhes do programa serão firmados por meio de portaria.O Tesouro será responsável por dar o sinal verde para os bancos para que as parcelas dos empréstimos possam ser liberadas, progressivamente. "	-1
NoticiasColetas/noticiasFatos/noticia_real_144.txt	"""Aprovação do governo Bolsonaro cai 15 pontos e vai a 34%, diz Ibope""Índice de aprovação é inferior ao de FHC, Lula e Dilma no mesmo período do primeiro mandato. Reprovação do governo subiu de 11% para 24%. Pesquisa Ibope divulgada nesta quarta-feira (20) mostra os seguintes percentuais de avaliação do governo do presidente Jair Bolsonaro (PSL):A avaliação positiva do presidente caiu 15 pontos percentuais desde a posse. Em fevereiro, segundo a pesquisa, 19% consideravam o governo ""ruim/péssimo""; 30%, ""regular""; e 39% o avaliavam como ""bom/ótimo"".A pesquisa ouviu 2.002 pessoas entre 16 e 19 de março.O nível de confiança da pesquisa é de 95%. Isso quer dizer que há uma probabilidade de 95% de os resultados retratarem a realidade, considerando a margem de erro, que é de 2 pontos, para mais ou para menos.A pesquisa também avaliou a opinião dos entrevistados sobre a maneira de governar do presidente da República:Em fevereiro, 57% aprovavam e 31% desaprovavam.Outro ponto questionado pelo Ibope foi sobre a confiança dos entrevistados em relação ao presidente:Em fevereiro, 55% afirmaram confiar no presidente e 38% disseram não confiar.O Ibope fez uma comparação entre os resultados de pesquisas de avaliação da administração dos últimos presidentes eleitos, realizadas no mesmo período de governo.A avaliação positiva de Jair Bolsonaro é inferior àquelas registradas para Fernando Henrique Cardoso (1º mandato), Lula (1º e 2º mandatos) e Dilma Rousseff (1º mandato). No entanto, ela é maior que as de Fernando Henrique Cardoso e Dilma Rousseff no início do segundo mandato. "	-1
NoticiasColetas/noticiasFatos/noticia_real_524.txt	"""Trinta peritos da PF buscam em Brumadinho evidências de possível crime"" Trinta peritos criminais federais, profissionais da Polícia Federal responsáveis pela análise científica do material e das cenas de possíveis crimes, trabalham no município de Brumadinho (MG), onde ocorreu o rompimento da barragem da Mina do Feijão, da empresa Vale.Os peritos criminais da PF começaram a chegar ao local em 26 de janeiro, dia seguinte à tragédia. No início, o grupo era formado por apenas oito peritos criminais federais que tiveram como missão principal ajudar os servidores do estado de Minas Gerais a identificar as vítimas.No momento de pico, chegaram a trabalhar simultaneamente em Brumadinho cerca de 40 peritos criminais federais, divididos entre especialistas em DNA, geologia, fauna, flora, poluição e Engenharia. Atualmente, há 30 peritos criminais federais no local.A equipe inicial fez imagens aéreas para começar a mensurar os prejuízos ambientais e planejar o trabalho dos peritos que ainda chegariam para avaliar em detalhes os danos ambientais e descobrir as causas do rompimento da barragem.O rompimento da barragem aconteceu no dia 25 de janeiro. Até esta quarta-feira (20), havia a confirmação de 171 mortes. Outras 139 pessoas ainda estavam desaparecidas. Na última semana, a Defesa Civil informou que não há data para o término da operação de resgate. "	-1
